	rules	support	confidence	lift
410	{GO:0005739,GO:0005886,GO:0005935} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
421	{GO:0000131,GO:0000133,GO:0005935,GO:0043332} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
424	{GO:0000131,GO:0000145,GO:0005628,GO:0043332} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
428	{GO:0000131,GO:0000145,GO:0005628,GO:0005935} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
437	{GO:0000145,GO:0005628,GO:0005935,GO:0043332} => {GO:0005934}	0.00189804772234273	1	40.5274725274725
441	{GO:0000131,GO:0000145,GO:0005935,GO:0043332} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
457	{GO:0000131,GO:0005886,GO:0005935,GO:0043332} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
462	{GO:0000131,GO:0005737,GO:0005886,GO:0005935} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
465	{GO:0000131,GO:0005634,GO:0005737,GO:0005935} => {GO:0005934}	0.00108459869848156	1	40.5274725274725
468	{GO:0005634,GO:0005737,GO:0005935,GO:0043332} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
471	{GO:0000131,GO:0000145,GO:0005628,GO:0005935,GO:0043332} => {GO:0005934}	0.00162689804772234	1	40.5274725274725
166	{GO:0032040,GO:0033553} => {GO:0030686}	0.00135574837310195	0.833333333333333	38.4166666666667
397	{GO:0000131,GO:0005737,GO:0005935} => {GO:0005934}	0.00352494577006508	0.928571428571429	37.6326530612245
288	{GO:0005730,GO:0032040,GO:0033553} => {GO:0030686}	0.00108459869848156	0.8	36.88
258	{GO:0000131,GO:0005628} => {GO:0005934}	0.0027114967462039	0.909090909090909	36.8431568431568
373	{GO:0000131,GO:0005628,GO:0043332} => {GO:0005934}	0.0027114967462039	0.909090909090909	36.8431568431568
375	{GO:0000131,GO:0005628,GO:0005935} => {GO:0005934}	0.00244034707158351	0.9	36.4747252747253
445	{GO:0000131,GO:0005628,GO:0005935,GO:0043332} => {GO:0005934}	0.00244034707158351	0.9	36.4747252747253
460	{GO:0000131,GO:0005737,GO:0005935,GO:0043332} => {GO:0005934}	0.00216919739696312	0.888888888888889	36.02442002442
101	{GO:0000145} => {GO:0005934}	0.00189804772234273	0.875	35.4615384615385
223	{GO:0000145,GO:0043332} => {GO:0005934}	0.00189804772234273	0.875	35.4615384615385
390	{GO:0000131,GO:0005935,GO:0043332} => {GO:0005934}	0.0056941431670282	0.875	35.4615384615385
247	{GO:0005935,GO:0005938} => {GO:0005934}	0.00162689804772234	0.857142857142857	34.7378335949765
384	{GO:0005628,GO:0005935,GO:0043332} => {GO:0005934}	0.00325379609544469	0.857142857142857	34.7378335949765
386	{GO:0005628,GO:0005737,GO:0043332} => {GO:0005934}	0.00162689804772234	0.857142857142857	34.7378335949765
408	{GO:0005737,GO:0005935,GO:0043332} => {GO:0005934}	0.00460954446854664	0.85	34.4483516483516
360	{GO:0005737,GO:0005938,GO:0043332} => {GO:0005934}	0.00135574837310195	0.833333333333333	33.7728937728938
376	{GO:0000131,GO:0005628,GO:0005737} => {GO:0005934}	0.00135574837310195	0.833333333333333	33.7728937728938
393	{GO:0000131,GO:0005739,GO:0005935} => {GO:0005934}	0.00135574837310195	0.833333333333333	33.7728937728938
398	{GO:0000131,GO:0005737,GO:0005886} => {GO:0005934}	0.00135574837310195	0.833333333333333	33.7728937728938
447	{GO:0000131,GO:0005628,GO:0005737,GO:0043332} => {GO:0005934}	0.00135574837310195	0.833333333333333	33.7728937728938
456	{GO:0005628,GO:0005737,GO:0005935,GO:0043332} => {GO:0005934}	0.00135574837310195	0.833333333333333	33.7728937728938
102	{GO:0000145} => {GO:0043332}	0.00216919739696312	1	32.9285714285714
213	{GO:0000145,GO:0005628} => {GO:0043332}	0.00189804772234273	1	32.9285714285714
219	{GO:0000131,GO:0000145} => {GO:0043332}	0.00162689804772234	1	32.9285714285714
222	{GO:0000145,GO:0005934} => {GO:0043332}	0.00189804772234273	1	32.9285714285714
227	{GO:0000145,GO:0005935} => {GO:0043332}	0.00189804772234273	1	32.9285714285714
259	{GO:0000131,GO:0005628} => {GO:0043332}	0.00298264642082429	1	32.9285714285714
323	{GO:0000131,GO:0000145,GO:0005628} => {GO:0043332}	0.00162689804772234	1	32.9285714285714
329	{GO:0000145,GO:0005628,GO:0005934} => {GO:0043332}	0.00189804772234273	1	32.9285714285714
336	{GO:0000145,GO:0005628,GO:0005935} => {GO:0043332}	0.00189804772234273	1	32.9285714285714
338	{GO:0000131,GO:0000145,GO:0005934} => {GO:0043332}	0.00162689804772234	1	32.9285714285714
345	{GO:0000131,GO:0000145,GO:0005935} => {GO:0043332}	0.00162689804772234	1	32.9285714285714
348	{GO:0000145,GO:0005934,GO:0005935} => {GO:0043332}	0.00189804772234273	1	32.9285714285714
359	{GO:0005737,GO:0005934,GO:0005938} => {GO:0043332}	0.00135574837310195	1	32.9285714285714
372	{GO:0000131,GO:0005628,GO:0005934} => {GO:0043332}	0.0027114967462039	1	32.9285714285714
378	{GO:0000131,GO:0005628,GO:0005935} => {GO:0043332}	0.0027114967462039	1	32.9285714285714
379	{GO:0000131,GO:0005628,GO:0005737} => {GO:0043332}	0.00162689804772234	1	32.9285714285714
423	{GO:0000131,GO:0000145,GO:0005628,GO:0005934} => {GO:0043332}	0.00162689804772234	1	32.9285714285714
432	{GO:0000131,GO:0000145,GO:0005628,GO:0005935} => {GO:0043332}	0.00162689804772234	1	32.9285714285714
436	{GO:0000145,GO:0005628,GO:0005934,GO:0005935} => {GO:0043332}	0.00189804772234273	1	32.9285714285714
440	{GO:0000131,GO:0000145,GO:0005934,GO:0005935} => {GO:0043332}	0.00162689804772234	1	32.9285714285714
444	{GO:0000131,GO:0005628,GO:0005934,GO:0005935} => {GO:0043332}	0.00244034707158351	1	32.9285714285714
446	{GO:0000131,GO:0005628,GO:0005737,GO:0005934} => {GO:0043332}	0.00135574837310195	1	32.9285714285714
452	{GO:0000131,GO:0005628,GO:0005737,GO:0005935} => {GO:0043332}	0.00135574837310195	1	32.9285714285714
470	{GO:0000131,GO:0000145,GO:0005628,GO:0005934,GO:0005935} => {GO:0043332}	0.00162689804772234	1	32.9285714285714
475	{GO:0000131,GO:0005628,GO:0005737,GO:0005934,GO:0005935} => {GO:0043332}	0.00108459869848156	1	32.9285714285714
269	{GO:0005935,GO:0043332} => {GO:0005934}	0.0103036876355748	0.808510638297872	32.7668926817863
367	{GO:0000131,GO:0005933,GO:0005935} => {GO:0005934}	0.00108459869848156	0.8	32.421978021978
400	{GO:0000131,GO:0005634,GO:0005737} => {GO:0005934}	0.00108459869848156	0.8	32.421978021978
450	{GO:0000131,GO:0005628,GO:0005737,GO:0005935} => {GO:0005934}	0.00108459869848156	0.8	32.421978021978
476	{GO:0000131,GO:0005628,GO:0005737,GO:0005935,GO:0043332} => {GO:0005934}	0.00108459869848156	0.8	32.421978021978
261	{GO:0005628,GO:0005934} => {GO:0043332}	0.00352494577006508	0.866666666666667	28.5380952380952
383	{GO:0005628,GO:0005934,GO:0005935} => {GO:0043332}	0.00325379609544469	0.857142857142857	28.2244897959184
385	{GO:0005628,GO:0005737,GO:0005934} => {GO:0043332}	0.00162689804772234	0.857142857142857	28.2244897959184
455	{GO:0005628,GO:0005737,GO:0005934,GO:0005935} => {GO:0043332}	0.00135574837310195	0.833333333333333	27.4404761904762
204	{GO:0000133,GO:0043332} => {GO:0005935}	0.00108459869848156	1	26.5323741007194
215	{GO:0000145,GO:0005628} => {GO:0005935}	0.00189804772234273	1	26.5323741007194
220	{GO:0000131,GO:0000145} => {GO:0005935}	0.00162689804772234	1	26.5323741007194
224	{GO:0000145,GO:0005934} => {GO:0005935}	0.00189804772234273	1	26.5323741007194
